,Unnamed: 0,FACILITY_CODE,SOURCE,FACILITY,CITY,LATITUDE,LONGITUDE,FLOW_2012_MGD,2012_TOT_ANNUAL_MM3,CWNS_NUM,NPDES_ID,sic_code_type
4992,6252,LA02965,ICIS2022,OAK HARBOR EAST STP,SLIDELL,30.221389,-89.778056,0.724,1.001017606,0,LA0117765,sewer_system
4993,6253,LA02975,ICIS2022,ST TAMMANY PARISH-CROSS GATE,SLIDELL,30.308333,-89.723611,0.9,1.244358902,0,LA0048941,sewer_system
5476,6795,LA02980,ICIS2022,ST. TAMMANY PARISH GOVERNMENT - CASTINE REGIONAL SEWAGE TREATMENT PLANT,MANDEVILLE,30.369167,-90.016944,0.919,1.270628701,0,LA0120154,sewer_system
5477,6796,LA02990,ICIS2022,"THIBODAUX, CITY OF- NORTH THIBODAUX WWTP",THIBODAUX,29.834444,-90.803889,0,0,0,LA0127208,sewer_system
5478,6797,LA02995,ICIS2022,WESTWOOD REGIONAL STP,MANDEVILLE,30.409167,-90.076111,0.472,0.652597113,0,LA0063991,sewer_system
5479,6798,LA03000,ICIS2022,WINN CORRECTIONAL CENTER,WINNFIELD,31.845,-92.781944,0.15,0.20739315,0,LA0107000,sewer_system
5615,6982,MN01835,ICIS2022,ADAMS WWTP,ADAMS,43.5641083,-92.7246979,0.278,0.384368639,27009903001,MN0021261,sewer_system
5616,6983,MN01840,ICIS2022,AITKIN WWTP,AITKIN,46.5407835,-93.7135136,0.69,0.954008492,27001004001,MN0020095,sewer_system
5617,6984,MN01845,ICIS2022,ALBANY WWTP,ALBANY,45.6183563,-94.5773026,0.552,0.763206793,27000283001,MN0020575,sewer_system
5618,6985,MN01855,ICIS2022,AMBOY WWTP,AMBOY,43.8883256,-94.1490312,0.287,0.396812228,27003102001,MN0022624,sewer_system
5619,6986,MN01860,ICIS2022,ANNANDALE/MAPLE LAKE/HOWARD LAKE WWTP,MAPLE LAKE,45.1784668,-94.0332967,1.184,1.637023267,27000351001,MN0066966,sewer_system
5620,6987,MD01720,ICIS2022,ALLEGANY COUNTY COMBINED SEWER,ALLEGHANY COUNTY,39.48528,-79.04167,1.14,1.576187943,0,MD0067407,sewer_system
5621,6988,MN01870,ICIS2022,AURORA WWTP,AURORA,47.5167721,-92.2477329,0.91,1.258185112,27000156001,MN0020494,sewer_system
5622,6989,MN01880,ICIS2022,BALATON WWTP,BALATON,44.2446397,-95.8867187,0.123,0.170062383,27003804001,MN0020559,sewer_system
5623,6990,MN01885,ICIS2022,BARNESVILLE WWTP,BARNESVILLE,46.6525769,-96.4313521,0.534,0.738319615,27000139001,MN0022501,sewer_system
5624,6991,MN01890,ICIS2022,BARNUM WWTP,BARNUM,46.4995673,-92.7710084,0,0,27007103001,MNG585142,sewer_system
5625,6992,MN01915,ICIS2022,BELVIEW WWTP,BELVIEW,44.5957325,-95.3069442,0,0,27007215001,MNG585003,sewer_system
5626,6993,MN01930,ICIS2022,BIG LAKE WWTP,BIG LAKE,45.3037571,-93.7519117,0.84,1.161401642,27000318001,MN0041076,sewer_system
5627,6994,MN01940,ICIS2022,BIRD ISLAND WWTP,BIRD ISLAND,44.7584733,-94.9127468,0,0,27009220001,MNG585390,sewer_system
5628,6995,MN01945,ICIS2022,BIWABIK WWTP,BIWABIK,47.5179102,-92.3397177,0.212,0.293115653,27000158001,MN0053279,sewer_system
5629,6996,MN01960,ICIS2022,BRAHAM WWTP,BRAHAM,45.7219366,-93.1771329,0.4,0.553048401,27000237001,MN0022870,sewer_system
5630,6997,MN01965,ICIS2022,BRECKENRIDGE WWTP,BRECKENRIDGE,46.342735,-96.4655796,0.5,0.691310501,27000356001,MN0022900,sewer_system
5631,6998,MN01970,ICIS2022,BROWNSDALE WWTP,BROWNSDALE,43.7575603,-92.8757904,0.184,0.254402264,27000236001,MN0022934,sewer_system
5632,6999,MN01975,ICIS2022,BROWNTON WWTP,BROWNTON,44.7333454,-94.34217,0.196,0.270993716,27005805001,MN0022951,sewer_system
5633,7000,MN01980,ICIS2022,BUFFALO LAKE WWTP,BUFFALO LAKE,44.7352555,-94.617359,0,0,27009221001,MNG585373,sewer_system
5634,7001,MN01985,ICIS2022,BUTTERFIELD WWTP,BUTTERFIELD,43.9721209,-94.7989865,0.29,0.400960091,27005615001,MN0022977,sewer_system
5635,7002,MD01735,ICIS2022,PINEY ORCHARD WWTP,ODENTON,39.0331,-76.4402,0.7,0.967834702,0,MD0059145,sewer_system
5636,7003,MI03940,ICIS2022,HANNAHVILLE INDIAN COMM. WWTP,WILSON,45.69703,-87.336472,0.172,0.237810812,0,MI0057366,sewer_system
5637,7004,MN02025,ICIS2022,CLARA CITY WWTP,CLARA CITY,44.9452312,-95.3701183,0.46,0.636005661,27003201001,MN0023035,sewer_system
5638,7005,MN02030,ICIS2022,CLARISSA WWTP,CLARISSA,46.1182227,-94.9328954,0,0,27003516001,MNG585008,sewer_system
5639,7006,MN02035,ICIS2022,CLARKFIELD WWTP,CLARKFIELD,44.7726981,-95.8080579,0,0,27003712001,MNG585093,sewer_system
5640,7007,MN02040,ICIS2022,CLARKS GROVE WWTP,CLARKS GROVE,43.7563692,-93.3329059,0,0,27007408001,MNG585067,sewer_system
5641,7008,MN02045,ICIS2022,CLEAR LAKE/CLEARWATER SEWER AUTHORITY,CLEAR LAKE,45.4219423,-94.0232932,0.484,0.669188565,27000319001,MN0047490,sewer_system
5642,7009,MN02055,ICIS2022,CLEVELAND WWTP,CLEVELAND,44.331795,-93.8502523,0,0,27009704001,MNG585009,sewer_system
5643,7010,MN02085,ICIS2022,COTTONWOOD WWTP,COTTONWOOD,44.61296,-95.6549133,0,0,27000233001,MNG585010,sewer_system
5644,7011,MN02090,ICIS2022,CROOKSTON WWTP,CROOKSTON,47.771174,-96.653115,1.4,1.935669403,27009117001,MN0021423,sewer_system
5645,7012,MI03950,ICIS2022,ISABELLA CO LANDFILL,MOUNT PLEASANT,43.634694,-84.792111,0.36,0.497743561,0,MI0054003,sewer_system
5646,7013,MN02125,ICIS2022,EAST GULL LAKE WWTP,EAST GULL LAKE,46.4132768,-94.3490049,0.396,0.547517917,27044000211,MN0059871,sewer_system
5647,7014,MN02155,ICIS2022,EMMONS WWTP,EMMONS,43.5000541,-93.4937103,0.124,0.171445004,27007409001,MN0023311,sewer_system
5648,7015,MN02165,ICIS2022,EVELETH WWTP,EVELETH,47.4604699,-92.5466549,0.9,1.244358902,27000166001,MN0023337,sewer_system
5649,7016,MN02170,ICIS2022,FAIRFAX WWTP,FAIRFAX,44.5144712,-94.6914428,0,0,27009223001,MNG585060,drinking_water
5650,7017,MN02175,ICIS2022,FAIRMONT WWTP,FAIRMONT,43.6700057,-94.4662608,3.9,5.39222191,27000019001,MN0030112,sewer_system
5651,7018,MN02185,ICIS2022,FINLAYSON WWTP,FINLAYSON,46.1939684,-92.9078099,0,0,27005119001,MNG585203,sewer_system
5652,7019,MN02210,ICIS2022,FREEPORT WWTP,FREEPORT,45.6566489,-94.6721027,0,0,27000289001,MNG585019,sewer_system
5653,7020,MN02225,ICIS2022,GAYLORD WWTP,GAYLORD,44.5430682,-94.2091822,0,0,27003413001,MNG585204,sewer_system
5654,7021,MN02235,ICIS2022,GIBBON WWTP,GIBBON,44.5331184,-94.498087,0,0,27003414001,MNG585020,sewer_system
5655,7022,MN02240,ICIS2022,GILBERT WWTP,GILBERT,47.4922078,-92.4643858,0.691,0.955391113,27000170001,MN0020125,sewer_system
5656,7023,MI03955,ICIS2022,ISABELLA RESERVATION WWTP,MOUNT PLEASANT,43.591253,-84.700603,0.58,0.801920181,0,MI0054861,sewer_system
5657,7024,MN02250,ICIS2022,GLENCOE WWTP,GLENCOE,44.766191,-94.133746,2.6,3.594814607,27000190001,MN0022233,sewer_system
5658,7025,MN02255,ICIS2022,GLYNDON WWTP,GLYNDON,46.8728752,-96.5787019,0.16,0.22121936,27000144001,MN0020630,sewer_system
5659,7026,MN02265,ICIS2022,GRAND MEADOW WWTP,GRAND MEADOW,43.7046992,-92.5711497,0.12,0.16591452,27009906001,MN0023558,sewer_system
5660,7027,MN02275,ICIS2022,GREENBUSH WWTP,GREENBUSH,48.7168987,-96.1768922,0,0,27005314001,MNG585156,sewer_system
5661,7028,MI03970,ICIS2022,UNION TWP WWTP,MOUNT PLEASANT,43.599492,-84.774788,1.2,1.659145203,0,MI0055808,sewer_system
5662,7029,MN02290,ICIS2022,HALLOCK WWTP,HALLOCK,48.7499819,-96.9504513,0,0,27009605001,MNG585147,sewer_system
5663,7030,MN02295,ICIS2022,HALSTAD WWTP,HALSTAD,47.3523662,-96.8333805,0.114,0.157618794,27007014001,MN0020770,sewer_system
5664,7031,MN02315,ICIS2022,HARRIS WWTP,HARRIS,45.5878752,-93.0093835,0.121,0.167297141,27044000102,MN0050130,sewer_system
5665,7032,MN02325,ICIS2022,HENDRICKS WWTP,HENDRICKS,44.5170512,-96.4375981,0,0,27001802001,MNG585377,sewer_system
5666,7033,MN02330,ICIS2022,HERMAN WWTP,HERMAN,45.7931788,-96.1298911,0,0,27001505001,MNG585177,sewer_system
5667,7034,MN02340,ICIS2022,HIBBING WWTP SOUTH PLANT,HIBBING,47.3728471,-92.915561,4.5,6.221794511,27000025001,MN0030643,sewer_system
5668,7035,MN02345,ICIS2022,HINCKLEY WWTP,HINCKLEY,46.0230771,-92.9103164,0.682,0.942947524,27006111001,MN0023701,sewer_system
5669,7036,MN02350,ICIS2022,HOKAH WWTP,HOKAH,43.7622301,-91.3506126,0.102,0.141027342,27005503001,MN0021458,sewer_system
5670,7037,MN02365,ICIS2022,HOUSTON WWTP,HOUSTON,43.7663943,-91.5652195,0.5,0.691310501,27005504001,MN0023736,sewer_system
5671,7038,MN02370,ICIS2022,HOYT LAKES WWTP,HOYT LAKES,47.509615,-92.1500431,0.68,0.940182282,27000171001,MN0020206,sewer_system
5672,7039,MN02375,ICIS2022,HUTCHINSON WWTP,HUTCHINSON,44.8747,-94.3547,10.86,15.01526409,27005802001,MN0055832,sewer_system
5673,7040,MN02390,ICIS2022,ISLE WWTP,ISLE,46.130054,-93.4581835,0.2,0.276524201,27005905001,MN0023809,sewer_system
5674,7041,MN02395,ICIS2022,IVANHOE WWTP,IVANHOE,44.4703488,-96.2566375,0,0,27001803001,MNG585103,sewer_system
5675,7042,MN02405,ICIS2022,JANESVILLE WWTP,JANESVILLE,44.1092341,-93.7283894,0,0,27001611001,MNG585025,sewer_system
5676,7043,MN02410,ICIS2022,JASPER WWTP,JASPER,43.8388597,-96.4155021,0,0,27007117001,MNG585026,sewer_system
5677,7044,MN02420,ICIS2022,KARLSTAD WWTP,KARLSTAD,48.587102,-96.5238819,0,0,27000226001,MNG585146,sewer_system
5678,7045,MN02425,ICIS2022,KASSON WWTP,KASSON,44.0482329,-92.7309492,0.968,1.33837713,27009304001,MN0050725,sewer_system
5679,7046,MN02450,ICIS2022,LAKE BENTON WWTP,LAKE BENTON,44.2488792,-96.2947135,0.318,0.439673479,27000225001,MN0023884,sewer_system
5680,7047,MN02460,ICIS2022,LAKE CITY WWTP,LAKE CITY,44.4380999,-92.2621315,1.52,2.101583924,27000189001,MN0020664,sewer_system
5681,7048,MN02490,ICIS2022,LANESBORO WWTP,LANESBORO,43.7220368,-91.9707244,0.11,0.15208831,27005405001,MN0020044,sewer_system
5682,7049,MN02500,ICIS2022,LE ROY WWTP,LE ROY,43.512913,-92.4836623,0.12,0.16591452,27009907001,MN0021041,sewer_system
5683,7050,MN02505,ICIS2022,LE SUEUR WWTF,LE SUEUR,44.4751486,-93.903837,1.842,2.546787887,27009707001,MN0068195,sewer_system
5684,7051,MN01865,ICIS2022,APPLETON WWTP,APPLETON,45.2016305,-96.0326714,0.44,0.608353241,0,MN0021890,sewer_system
5685,7052,MN02525,ICIS2022,LUVERNE WWTP,LUVERNE,43.6508451,-96.2010219,1.5,2.073931504,27003315001,MN0020141,sewer_system
5686,7053,MN02530,ICIS2022,LYLE WWTP,LYLE,43.5035354,-92.9318339,0.177,0.244723917,27009908001,MN0022101,sewer_system
5687,7054,MN02540,ICIS2022,MABEL WWTP,MABEL,43.52418,-91.7628609,0.189,0.261315369,27005406001,MN0020877,sewer_system
5688,7055,MN02545,ICIS2022,MADELIA WWTP,MADELIA,44.0363767,-94.4302581,1.314,1.816763997,27005617001,MN0024040,sewer_system
5689,7056,MN02550,ICIS2022,MARBLE WWTP,MARBLE,47.3206155,-93.2922486,0.324,0.447969205,27001609001,MN0020214,sewer_system
5690,7057,MN02570,ICIS2022,MEDFORD WWTP,MEDFORD,44.1789163,-93.2486595,0.14,0.19356694,27007413001,MN0024112,sewer_system
5691,7058,MN02575,ICIS2022,MELROSE WWTP,MELROSE,45.6770631,-94.8024197,3,4.147863008,27000296001,MN0020290,sewer_system
5692,7059,MN02580,ICIS2022,MENAHGA WWTP,MENAHGA,46.7413247,-95.0804844,0,0,27009514001,MNG585032,sewer_system
5693,7060,MN02585,ICIS2022,MET COUNCIL - EAGLES POINT WWTP,COTTAGE GROVE,44.7864,-92.9199,11.9,16.45318993,27000015001,MN0029904,sewer_system
5694,7061,MN02590,ICIS2022,MET COUNCIL - ROGERS WWTP,ROGERS,45.2050294,-93.5604576,1.602,2.214958846,27000109001,MN0029629,sewer_system
5695,7062,MN02600,ICIS2022,MILACA WWTP,MILACA,45.7551577,-93.6605019,0.679,0.938799661,27005906001,MN0024147,sewer_system
5696,7063,MN01990,ICIS2022,BYRON WWTP,BYRON,44.0517106,-92.6431343,1.4,1.935669403,0,MN0049239,sewer_system
5697,7064,MN02620,ICIS2022,MINNEOTA WWTP,MINNEOTA,44.5762124,-95.9909623,0,0,27000208001,MNG585033,sewer_system
5698,7065,MN02625,ICIS2022,MORRISTOWN WWTP,MORRISTOWN,44.2269285,-93.438185,0.21,0.290350411,27001314001,MN0025895,sewer_system
5699,7066,MN02630,ICIS2022,MOTLEY WWTP,MOTLEY,46.3374734,-94.6390491,0.43,0.594527031,27002202001,MN0024244,sewer_system
5700,7067,MN02645,ICIS2022,NEW ULM WWTP,NEW ULM,44.2875228,-94.4289039,13.54,18.72068837,27000035001,MN0030066,sewer_system
5701,7068,MN02650,ICIS2022,NICOLLET WWTP,NICOLLET,44.275001,-94.1876432,0,0,27000221001,MNG585037,sewer_system
5702,7069,MN02675,ICIS2022,ONAMIA WWTP,ONAMIA,46.0558259,-93.6451629,0,0,27005907001,MN0052906,sewer_system
5703,7070,MN02010,ICIS2022,CENTRAL IRON RANGE SANITARY SEWER DISTRICT WWTP,CHISHOLM,47.4794138,-92.8419213,5,6.913105013,0,MN0020117,sewer_system
5704,7071,MN02690,ICIS2022,ORTONVILLE WWTP,ORTONVILLE,45.2800046,-96.4050203,0,0,27001104001,MNG585151,sewer_system
5705,7072,MN02700,ICIS2022,OSLO WWTP,OSLO,48.2026937,-97.1087916,0,0,27009806001,MNG585379,sewer_system
5706,7073,MN02710,ICIS2022,OTSEGO EAST WWTP,OTSEGO,45.2369413,-93.5338165,1.65,2.281324654,27044000298,MN0064190,sewer_system
5707,7074,MN02740,ICIS2022,PINE CITY WWTP,PINE CITY,45.8470449,-92.9631863,0.75,1.036965752,27000193001,MN0021784,sewer_system
5708,7075,MN02745,ICIS2022,PIPESTONE WWTP,PIPESTONE,43.9939293,-96.3579036,0.93,1.285837532,27007118001,MN0054801,sewer_system
5709,7076,MN02755,ICIS2022,PRESTON WWTP,PRESTON,43.6723836,-92.0753347,0.392,0.541987433,27005409001,MN0020745,sewer_system
5710,7077,MN02765,ICIS2022,RANDALL WWTP,RANDALL,46.0834331,-94.4944308,0.182,0.251637022,27008902001,MN0024562,sewer_system
5711,7078,MN02770,ICIS2022,RAYMOND WWTP,RAYMOND,45.023513,-95.2471158,0,0,27008603001,MNG585197,sewer_system
5712,7079,MN02780,ICIS2022,RICE WWTP,RICE,45.7425503,-94.2268308,0.185,0.255784885,27000314001,MN0056481,sewer_system
5713,7080,MN02095,ICIS2022,CRYSTAL LAKE FLOCCULATION TREATMENT FACILITY,ROBBINSDALE,45.0217206,-93.3268998,0.72,0.995487122,0,MN0069957,drinking_water
5714,7081,MN02790,ICIS2022,ROLLINGSTONE WWTP,ROLLINGSTONE,44.0940192,-91.7976844,0,0,27009617001,MNG585078,sewer_system
5715,7082,MN02795,ICIS2022,ROSEAU WWTP,ROSEAU,48.873341,-95.7245073,0,0,27000187001,MN0024643,sewer_system
5716,7083,MN02800,ICIS2022,ROUND LAKE WWTP,ROUND LAKE,43.5416679,-95.4683317,0,0,27000219001,MNG585198,sewer_system
5717,7084,MN02805,ICIS2022,ROYALTON WWTP,ROYALTON,45.8469086,-94.2225644,0.173,0.239193433,27008903001,MN0020460,sewer_system
5718,7085,MN02810,ICIS2022,RUSH CITY WWTP,RUSH CITY,45.6957248,-92.9495241,0,0,27000341001,MNG585212,sewer_system
5719,7086,MN02815,ICIS2022,RUSHFORD WWTP,RUSHFORD,43.8054014,-91.7501247,0.33,0.456264931,27006401001,MN0024678,sewer_system
5720,7087,MN02825,ICIS2022,SAINT FRANCIS WWTP,SAINT FRANCIS,45.3795273,-93.3692817,0.814,1.125453496,27000123001,MN0021407,sewer_system
5721,7088,MN02835,ICIS2022,SAINT MICHAEL WWTP,SAINT MICHAEL,45.2010863,-93.6546576,2.445,3.380508351,27000349001,MN0020222,sewer_system
5722,7089,MN02840,ICIS2022,SAINT PETER WWTP,SAINT PETER,44.3393,-93.955019,4,5.53048401,27000181001,MN0022535,sewer_system
5723,7090,MN02860,ICIS2022,SHERBURN WWTP,SHERBURN,43.6517269,-94.7145843,0.332,0.459030173,27001905001,MN0024872,sewer_system
5724,7091,MN02245,ICIS2022,GLACIAL LAKES SSWD,SPICER,45.2572401,-94.8464585,0.889,1.229150071,0,MN0052752,sewer_system
5725,7092,MN02870,ICIS2022,SILVER LAKE WWTP,SILVER LAKE,44.9161433,-94.1705827,0,0,27005803001,MNG585164,sewer_system
5726,7093,MN02875,ICIS2022,SLAYTON WWTP,SLAYTON,43.9879193,-95.7556281,0,0,27001017001,MNG585191,sewer_system
5727,7094,MN02880,ICIS2022,SLEEPY EYE WWTP,SLEEPY EYE,44.2631388,-94.7225001,0,0,27000186001,MNG585041,sewer_system
5728,7095,MN02280,ICIS2022,GREENFIELD WWTP,GREENFIELD,45.0812713,-93.7314712,0.1,0.1382621,0,MN0063762,sewer_system
5729,7096,MN02890,ICIS2022,STAPLES WWTP,STAPLES,46.3622721,-94.7839306,0.68,0.940182282,27003519001,MN0024988,sewer_system
5730,7097,MN02910,ICIS2022,SWANVILLE WWTP,SWANVILLE,45.9135992,-94.6454637,0.182,0.251637022,27008905001,MN0020109,sewer_system
5731,7098,MN02925,ICIS2022,TAYLORS FALLS WWTP,TAYLORS FALLS,45.4014222,-92.6825645,0,0,27000217001,MNG585218,sewer_system
5732,7099,MN02930,ICIS2022,THIEF RIVER FALLS WWTP,THIEF RIVER FALLS,48.1092738,-96.1978301,2.99,4.134036797,27003112001,MN0021431,sewer_system
5733,7100,MN02935,ICIS2022,TOWER/BREITUNG WWTP,SOUDAN,47.8178435,-92.2546141,0,0,27044000207,MNG585186,sewer_system
5734,7101,MN02985,ICIS2022,VIRGINIA WWTP,VIRGINIA,47.5006043,-92.5528981,4.3,5.945270311,27000051001,MN0030163,sewer_system
5735,7102,MN02990,ICIS2022,WABASHA WWTP,WABASHA,44.3550146,-92.0100396,0.604,0.835103086,27000357001,MN0025143,sewer_system
5736,7103,MN02995,ICIS2022,WAHKON WWTP,WAHKON,46.0939613,-93.5253071,0,0,27005902001,MNG585051,sewer_system
5737,7104,MN03010,ICIS2022,WANAMINGO WWTP,WANAMINGO,44.3068909,-92.7885196,0.458,0.633240419,27009407001,MN0022209,sewer_system
5738,7105,MN03025,ICIS2022,WESTBROOK WWTP,WESTBROOK,44.0311198,-95.4168869,0,0,27003304001,MNG585127,sewer_system
5739,7106,MN03045,ICIS2022,WINDOM WWTP,WINDOM,43.8598146,-95.1080269,1.83,2.530196435,27003305001,MN0022217,sewer_system
5740,7107,MN03055,ICIS2022,WINONA WWTP,WINONA,44.0323773,-91.6018995,9.6,13.27316162,27000055001,MN0030147,sewer_system
5741,7108,MN03075,ICIS2022,ZIMMERMAN WWTP,ZIMMERMAN,45.4276757,-93.5813142,0.452,0.624944693,27000240001,MN0042331,sewer_system
6484,7869,MO07665,ICIS2022,BCRSD SOUTH ROUTE K WWTP,COLUMBIA,38.8707225,-92.368746,0.132,0.182505972,29001237019,MO0087173,sewer_system
6485,7870,MO07685,ICIS2022,CALIFORNIA NORTH WWTF,CALIFORNIA,38.6545279,-92.571583,0.36,0.497743561,29003087002,MO0023281,sewer_system
6486,7871,MN02515,ICIS2022,LOWER SIOUX WWSL,REDWOOD FALLS,44.514694,-94.985325,0.1,0.1382621,0,MN0061433,sewer_system
6487,7872,MN02610,ICIS2022,MILLE LACS WWTF,ONAMIA,46.178104,-93.799383,0.31,0.428612511,0,MN0064637,sewer_system
6488,7873,MN02680,ICIS2022,ORONOCO WWTP,ORONOCO,44.1665326,-92.5355253,0,0,0,MN0071421,sewer_system
6489,7874,MN02785,ICIS2022,RICH PRAIRIE SEWER TREATMENT FACILITY,PIERZ,45.9359253,-94.0796867,0,0,0,MNG585211,sewer_system
6490,7875,MN02865,ICIS2022,SHETEK AREA WATER & SEWER DISTRICT WWTP,CURRIE,44.0692363,-95.6329588,0,0,0,MN0070947,sewer_system
6491,7876,MN02885,ICIS2022,SMSC WATER RECLAMATION FACILITY,PRIOR LAKE,44.72507,-93.46468,0.63,0.871051232,0,MN0067938,drinking_water
6492,7877,MO07820,ICIS2022,FESTUS INTERIM WEST WWTF,FESTUS,38.2331135,-90.428444,0.2,0.276524201,0,MO0122777,sewer_system
6511,7906,MP00005,ICIS2022,AGINGAN STP,SAIPAN,15.12036,145.69138,0.91,1.258185112,69000001001,MP0020028,sewer_system
6512,7907,MP00015,ICIS2022,SADOG TASI WWTP,SAIPAN,15.21192,145.71758,2.6,3.594814607,69000001002,MP0020010,sewer_system
6835,8247,MO07830,ICIS2022,HERMANN INDUSTRIAL TRACT LAGOON,HERMANN,38.7070246,-91.408249,0.32,0.442438721,0,MO0116009,sewer_system
6836,8248,MO07875,ICIS2022,JCPSD LOWER BIG RIVER WWTP,HOUSE SPRINGS,38.4224439,-90.588858,0.198,0.273758958,0,MO0115428,sewer_system
6837,8249,MO07885,ICIS2022,JCPSD MIRASOL WWTP,EUREKA,38.4741134,-90.624755,0.9,1.244358902,0,MO0134147,sewer_system
6934,8419,MO07895,ICIS2022,JCPSD RAINTREE PLANTATION WWTP,HILLSBORO,38.2657194,-90.599171,0.17,0.23504557,0,MO0099473,sewer_system
6935,8420,MO08045,ICIS2022,PIKE CREEK SEWER DISTRICT WWTF,POPLAR BLUFF,36.7180285,-90.478027,0.473934,0.655271102,0,MO0124427,sewer_system
7204,8751,MO08055,ICIS2022,POTOSI WWTF #2,CADET,37.9380602,-90.731357,0.174,0.240576054,0,MO0099732,sewer_system
7303,8898,MS04180,ICIS2022,BOGUE CHITTO WASTEWATER TREATMENT FACILITY,PHILADELPHIA,32.840278,-88.938889,0.11,0.15208831,0,MS0043478,sewer_system
7304,8899,MS04190,ICIS2022,NEW HARMONY WWTF,PHILADELPHIA,32.768069,-89.274525,0.2,0.276524201,0,MS0058645,sewer_system
7421,9050,MS04200,ICIS2022,PEARL RIVER WASTEWATER TREATMENT PLANT,PHILADELPHIA,32.787222,-89.205017,0.77,1.064618172,0,MS0053503,sewer_system
7422,9051,MT01690,ICIS2022,CORVALLIS WWTF,CORVALLIS,46.319167,-114.105833,0.1349,0.186515573,0,MTX000122,sewer_system
7423,9052,MT01715,ICIS2022,TOWN OF DARBY WWTF,DARBY,46.026111,-114.172222,0.1506,0.208222723,0,MTG580011,sewer_system
7424,9053,NC03295,ICIS2022,CHEROKEE WASTEWATER TREATMENT PLANT,CHEROKEE,35.467436,-83.351144,3,4.147863008,0,NC0052469,sewer_system
7425,9054,ND03035,ICIS2022,FORT YATES LAGOON SYSTEM,FORT YATES,46.0815,-100.6525,0.385,0.532309086,0,NDG589312,drinking_water
7961,9954,ND03040,ICIS2022,FOUR BEARS WASTEWATER TREATMENT SYSTEM,NEW TOWN,47.971972,-102.624028,0.15,0.20739315,0,NDG589106,sewer_system
8542,10593,ND03060,ICIS2022,GREEN ACRE WASTEWATER TREATMENT LAGOONS,ROLETTE,48.8305,-99.697111,0.105,0.145175205,0,NDG589403,sewer_system
9340,11455,ND03160,ICIS2022,MANDAREE WASTEWATER TREATMENT LAGOONS,NEW TOWN,47.4653577,-101.939722,0.14,0.19356694,0,NDG589107,sewer_system
9341,11456,ND03245,ICIS2022,OJIBWA MILLENNIUM SCHOOL WASTEWATER TREATMENT LAGOONS,ROLETTE,48.810639,-99.780306,3.71,5.129523919,0,NDG589410,sewer_system
9342,11457,NV00500,ICIS2022,MOODY LANE REGIONAL WATER RECLAMATION FACILITY,FALLON,39.51505,-118.800431,0.499,0.68992788,0,NV0023582,sewer_system
9631,11962,NY06370,ICIS2022,CALVERTON SEWER DISTRICT & WWTF,CALVERTON,40.910778,-72.79475,1.759,2.432030343,0,NY0025453,sewer_system
9632,11963,OH08865,ICIS2022,HEATHER HILL CARE COMMUNITIES,CHARDON,41.5363,-81.22501,0.1,0.1382621,0,OH0083984,sewer_system
10602,13050,OH09140,ICIS2022,ROLLING HILLS SUBDIV WWTP,BYESVILLE,39.94777,-81.56294,0.1,0.1382621,0,OH0075809,sewer_system
10625,13074,OH09285,ICIS2022,WOODBRAN REALTY WWTP,WOODMERE,41.45616,-81.47498,0.52,0.718962921,0,OH0044555,sewer_system
10646,13096,OK04900,ICIS2022,CHICKASAW TRIBAL UTILITIES AUTHORITY,THACKERVILLE,33.72914,-97.15752,0.96,1.327316162,0,OK0045721,sewer_system
10647,13097,OK04930,ICIS2022,OOWA / TSC,PRYOR,36.223889,-95.263889,2.12,2.931156525,0,OK0034568,sewer_system
10648,13098,PR00450,ICIS2022,PRASA PARCELAS BORINQUEN WWTP,CAGUAS,18.188333,-66.048333,0.1945,0.268919785,0,PR0025101,sewer_system
10649,13099,PR00455,ICIS2022,PRASA PATILLAS WWTP,PATILLAS,18.001944,-66.011667,1.1,1.520883103,0,PR0020753,sewer_system
10650,13100,PR00465,ICIS2022,PRASA RIO GRANDE ESTATES WWTP,RIO GRANDE,18.383333,-65.791667,0.75,1.036965752,0,PR0023264,sewer_system
10815,13287,PR00470,ICIS2022,PRASA UNIBON WWTP,MOROVIS,18.333611,-66.374444,0.253,0.349803114,0,PR0024902,sewer_system
10844,13318,SD00300,ICIS2022,"ABERDEEN, CITY OF",ABERDEEN,45.428583,-98.4785,3,4.147863008,46000093001,SD0020702,sewer_system
10845,13319,SD00305,ICIS2022,ALCESTER- CITY OF,"ALCESTER, CITY OF",43.020389,-96.635472,0.1,0.1382621,46000430001,SD0021695,sewer_system
10846,13320,SD00310,ICIS2022,ALLEN LAGOON,ALLEN,43.276889,-101.914417,0.108,0.149323068,46000537001,SDG589501,sewer_system
10847,13321,SD00315,ICIS2022,"ARLINGTON, CITY OF","ARLINGTON, CITY OF",44.363822,-97.113915,0.1,0.1382621,46000431001,SD0020753,sewer_system
10848,13322,SD00320,ICIS2022,"ARMOUR, CITY OF","ARMOUR, CITY OF",43.302917,-98.315389,0.11,0.15208831,46000398001,SD0020222,sewer_system
10849,13323,SD00325,ICIS2022,"ASHTON, TOWN OF","ASHTON, CITY OF",44.990343,-98.484139,0.1,0.1382621,46000432001,SD0022276,sewer_system
10850,13324,SD00330,ICIS2022,"ASTORIA, TOWN OF","ASTORIA, TOWN OF",44.566194,-96.541972,0.1,0.1382621,46000394001,SD0025194,sewer_system
