,Unnamed: 0,FACILITY_CODE,SOURCE,STATE,FACILITY,CITY,LATITUDE,LONGITUDE,FLOW_2012_MGD,2012_TOT_ANNUAL_MM3,CWNS_NUM,NPDES_ID,check_sewer_permits
10752,10752,OH01585,CWNS2012,OH,Logan Co Flatbranch SSD WWTP,0,40.4618,-83.8961,0.058,0.080192018,39000253002,OH0047953,sewer_system
10753,10753,OH01595,CWNS2012,OH,West Mansfield WWTP & Sewer System,0,40.4023,-83.5428,0.06,0.08295726,39000254001,0,no_permit
10754,10754,OH01605,CWNS2012,OH,Clarksville WWTP & Sewer System,0,39.4066,-83.9856,0.06,0.08295726,39000256001,OH0127124,sewer_system
10755,10755,OH01615,CWNS2012,OH,Clinton Co Martinsville-Midland WWTP,0,39.3186,-83.8728,0.1,0.1382621,39000258001,OH0134171,sewer_system
10756,10756,OH01625,CWNS2012,OH,Geauga Co Aquilla WWTP,0,41.5456,-81.1734,0.05,0.06913105,39000260001,OH0088382,sewer_system
10757,10757,OH01635,CWNS2012,OH,New Vienna WWTP & Sewer System,0,39.3244,-83.6945,0.08,0.1106096801999999,39000261001,OH0021393,sewer_system
10758,10758,OH01645,CWNS2012,OH,Uniopolis WWTP & Sewer System,0,40.6045,-84.0876,0.027,0.037330767,39000264001,OH0053317,sewer_system
10759,10759,OH01655,CWNS2012,OH,Buckland HSTS,0,,,0,0,39000265001,0,no_permit
10760,10760,OH01665,CWNS2012,OH,Arcanum WWTP & Sewers,0,39.9865,-84.551,0.5,0.6913105012499999,39000266001,OH0020940,sewer_system
10761,10761,OH01675,CWNS2012,OH,New Washington WWTP & Sewers,0,40.9742,-82.8757,0.1,0.1382621,39000268001,OH0048259,sewer_system
10762,10762,OH01685,CWNS2012,OH,Tiro HSTS,0,,,0,0,39000269001,0,no_permit
10763,10763,OH01695,CWNS2012,OH,Morral HSTS,0,,,0,0,39000271001,0,no_permit
10764,10764,OH01705,CWNS2012,OH,Caledonia WWTP & Sewer System,0,40.6329,-82.9651,0.06,0.08295726,39000272001,OH0021750,sewer_system
10765,10765,OH01715,CWNS2012,OH,Archbold WWTP & Sewer System,0,41.5201,-84.2962,1.62,2.239846024,39000273001,OH0020796,sewer_system
10766,10766,OH01725,CWNS2012,OH,Waldo HSTS,0,,,0,0,39000274001,0,no_permit
10767,10767,OH01735,CWNS2012,OH,Prospect WWTP & Sewer System,0,40.4412,-83.1879,0.13,0.17974073,39000275001,OH0047902,sewer_system
10768,10768,OH01745,CWNS2012,OH,New Bloomington WWTP & Sewers,0,40.5644,-83.3151,0.05,0.06913105,39000277001,OH0054038,sewer_system
10769,10769,OH01755,CWNS2012,OH,Marion Co Sewer District #7 Water Reclamation Plant,0,40.5473,-83.0776,0.98,1.354968582,39000278001,OH0058157,sewer_system
10770,10770,OH01765,CWNS2012,OH,Marion Co Grandview Estates SD #2A,0,40.6429,-83.0813,0.28,0.387133881,39000278002,OH0036765,sewer_system
10771,10771,OH01775,CWNS2012,OH,Marion Co Fountain Place SD #5A,0,40.5282,-83.1027,0.092,0.127201132,39000278003,OH0036773,sewer_system
10772,10772,OH01785,CWNS2012,OH,Marion Co Harmony Subdivision SD #5B,0,40.5338,-83.1682,0.012,0.016591452,39000278004,OH0078387,sewer_system
10773,10773,OH01795,CWNS2012,OH,Marion Co Bumford Rd WWTP SD #6A,0,40.6206,-83.2459,0.006,0.008295726,39000278005,OH0036757,sewer_system
10774,10774,OH01805,CWNS2012,OH,Marion Co North Quarry Subdivision WWTP,0,40.5202,-83.151,0.012,0.016591452,39000278006,OH0122297,sewer_system
10775,10775,OH01815,CWNS2012,OH,Sycamore WWTP & Sewer System,0,40.9532,-83.1744,0.1,0.1382621,39000279001,OH0021989,sewer_system
10776,10776,OH01825,CWNS2012,OH,Carey WWTP & Sewer System,0,40.9467,-83.3703,0.6,0.829572602,39000280001,OH0020206,sewer_system
10777,10777,OH01835,CWNS2012,OH,Harpster HSTS,0,,,0,0,39000282001,0,no_permit
10778,10778,OH01845,CWNS2012,OH,Marseilles HSTS,0,,,0,0,39000283001,0,no_permit
10779,10779,OH01855,CWNS2012,OH,Nevada WWTP & Sewer System,0,40.8234,-83.1349,0.05,0.06913105,39000285001,OH0058181,sewer_system
10780,10780,OH01865,CWNS2012,OH,Pioneer WWTP & Sewer System,0,41.679,-84.5595,0.11,0.15208831,39000286001,OH0022535,sewer_system
10781,10781,OH01875,CWNS2012,OH,Montpelier WWTP & Sewer System,0,41.5871,-84.6112,0.9,1.244358902,39000287001,OH0021831,sewer_system
10782,10782,OH01885,CWNS2012,OH,Williams Co Norlick Place WWTP,0,41.4866,-84.5743,0.048,0.066365808,39000288003,OH0058831,sewer_system
10783,10783,OH01895,CWNS2012,OH,Williams Co Durham Estates WWTP,0,41.4745,-84.5745,0.019,0.026269799,39000288005,OH0079081,sewer_system
10784,10784,OH01905,CWNS2012,OH,Williams Co Hickory Hills WWTP,0,41.4652,-84.3707,0.005,0.006913105,39000288008,OH0079073,sewer_system
10785,10785,OH01915,CWNS2012,OH,Williams County Kunkle Area,0,,,0,0,39000288009,0,no_permit
10786,10786,OH01925,CWNS2012,OH,Williams Co Nettle Lake WWTP,0,41.6799,-84.7132,0.1,0.1382621,39000289001,OH0053376,sewer_system
10787,10787,OH01935,CWNS2012,OH,West Unity WWTP & Sewer System,0,41.5791,-84.4315,0.25,0.3456552506249999,39000290001,OH0020303,sewer_system
10788,10788,OH01945,CWNS2012,OH,Stryker WWTP & Sewer System,0,41.4922,-84.4392,0.166,0.229515086,39000291001,OH0022497,sewer_system
10789,10789,OH01955,CWNS2012,OH,Mount Gilead WWTP & Sewer System,0,40.5495,-82.831,0.458,0.6332404191450001,39000292001,OH0020362,sewer_system
10790,10790,OH01965,CWNS2012,OH,Edison WWTP & Sewer System,0,40.2022,-83.0195,0.04,0.05530484,39000293001,OH0101761,sewer_system
10791,10791,OH01975,CWNS2012,OH,Ashland WWTP & Sewer System,0,40.8765,-82.2805,3,4.147863008,39000294001,OH0023906,sewer_system
10792,10792,OH01985,CWNS2012,OH,Alvordton HSTS,0,,,0,0,39000295001,0,no_permit
10793,10793,OH01995,CWNS2012,OH,Forest WWTP & Sewer System,0,40.7992,-83.5054,0.2,0.276524201,39000296001,OH0025151,sewer_system
10794,10794,OH02005,CWNS2012,OH,McGuffey WWTP & Sewer System,0,40.6934,-83.7853,0.12,0.1659145202999999,39000297001,OH0026271,sewer_system
10795,10795,OH02015,CWNS2012,OH,Mount Victory WWTP & Sewer System,0,40.557,-83.5238,0.08,0.1106096801999999,39000298001,OH0078271,sewer_system
10796,10796,OH02025,CWNS2012,OH,Cardington WWTP & Sewer System,0,40.5037,-82.902,0.335,0.463178036,39000299001,OH0023361,sewer_system
10797,10797,OH02035,CWNS2012,OH,Sparta WWTP & Sewer System,0,40.4007,-82.6985,0.03,0.04147863,39000300001,OH0130788,sewer_system
10798,10798,OH02045,CWNS2012,OH,Ashley WWTP & Sewers,0,40.3969,-82.9447,0.2,0.276524201,39000301001,OH0054488,sewer_system
10799,10799,OH02055,CWNS2012,OH,Chesterville WWTP & Sewer System,0,40.472,-82.679,0.041,0.056687461,39000302001,OH0124478,sewer_system
10800,10800,OH02065,CWNS2012,OH,Rocky Ridge HSTS,0,,,0,0,39000307001,0,no_permit
10801,10801,OH02075,CWNS2012,OH,Ashtabula WWTP & Sewer System,0,41.9034,-80.7865,7,9.678347018,39000308001,OH0023914,sewer_system
10802,10802,OH02085,CWNS2012,OH,Hardin Co Roots Fairwayview Subdivision WWTP,0,40.6361,-83.5722,0.017,0.023504557,39000309001,OH0039292,sewer_system
10803,10803,OH02095,CWNS2012,OH,Hardin Co Roundhead Area,0,,,0,0,39000309008,0,no_permit
10804,10804,OH02105,CWNS2012,OH,Bloomville WWTP & Sewers,0,41.0537,-83.0191,0.096,0.132731616,39000310001,OH0021032,sewer_system
10805,10805,OH02115,CWNS2012,OH,Seneca Co Bascom Area,0,,,0,0,39000311003,0,no_permit
10806,10806,OH02125,CWNS2012,OH,Seneca Co Hammer-Heinsman Estates,TIFFIN,41.1304,-83.375,0.03,0.04147863,39000311008,OH0039268,sewer_system
10807,10807,OH02135,CWNS2012,OH,Republic WWTP & Sewers,0,41.1223,-83.0288,0.06,0.08295726,39000312001,OH0130249,sewer_system
10808,10808,OH02145,CWNS2012,OH,Ashville WWTP & Sewer System,0,39.7119,-82.9575,0.36,0.497743561,39000315001,OH0020877,sewer_system
10809,10809,OH02155,CWNS2012,OH,Polk HSTS,0,,,0,0,39000316001,0,no_permit
10810,10810,OH02165,CWNS2012,OH,Jeromesville WWTP and Sewer System,0,40.8033,-82.1995,0.05,0.06913105,39000317001,OH0135755,sewer_system
10811,10811,OH02175,CWNS2012,OH,Hayesville WWTP and Sewer System,0,40.7776,-82.2562,0.04,0.05530484,39000318001,OH0135453,sewer_system
10812,10812,OH02185,CWNS2012,OH,Bailey Lakes WWTP and Sewer System,0,40.954,-82.3613,0.038,0.052539598,39000318501,OH0048097,sewer_system
10813,10813,OH02195,CWNS2012,OH,Loudonville WWTP & Sewer System,0,40.6356,-82.2391,0.485,0.670571186,39000319001,OH0041840,other_system
10814,10814,OH02205,CWNS2012,OH,Savannah WWTP & Sewer System,0,40.9658,-82.3771,0.035,0.048391735,39000322001,OH0125270,sewer_system
10815,10815,OH02215,CWNS2012,OH,NWWSD Custar WWTP and Sewers,Bowling Green,41.2794,-83.8473,0.04,0.05530484,39000324001,OH0135593,sewer_system
10816,10816,OH02225,CWNS2012,OH,Rawson WWTP and Sewer System,0,40.9645,-83.8019,0.1,0.1382621,39000326001,OH0047791,sewer_system
10817,10817,OH02235,CWNS2012,OH,Vanlue WWTP & Sewer System,0,40.9829,-83.4949,0.025,0.034565525,39000327001,OH0020397,sewer_system
10818,10818,OH02245,CWNS2012,OH,Mount Blanchard WWTP and Sewers,0,40.8933,-83.5657,0.045,0.062217945,39000328001,OH0095079,sewer_system
10819,10819,OH02255,CWNS2012,OH,Athens WWTP & Sewer System,0,39.3376,-82.0785,3.187,4.406413134967499,39000329001,OH0023931,other_system
10820,10820,OH02265,CWNS2012,OH,The Plains WWTP & Sewers,0,39.3619,-82.119,0.32,0.4424387207999999,39000331001,OH0050580,sewer_system
10821,10821,OH02275,CWNS2012,OH,Hoytville WWTP & Sewer System,0,41.19,-83.7813,0.02,0.02765242,39000333001,OH0095257,sewer_system
10822,10822,OH02285,CWNS2012,OH,Amesville Cluster Sewers and WWTPs,0,39.3983,-81.9653,0.018,0.024887178,39000335501,OH0135208,sewer_system
10823,10823,OH02295,CWNS2012,OH,Monroeville WWTP & Sewer System,0,41.2456,-82.6931,0.2,0.276524201,39000337001,OH0020095,sewer_system
10824,10824,OH02305,CWNS2012,OH,Greenwich WWTP & Sewer System,0,41.0322,-82.5239,0.2,0.276524201,39000338001,OH0020486,other_system
10825,10825,OH02315,CWNS2012,OH,North Fairfield HSTS,0,,,0,0,39000339001,0,no_permit
10826,10826,OH02325,CWNS2012,OH,New London WWTP & Sewer System,0,41.0663,-82.4174,0.39,0.5392221909749999,39000340001,OH0020737,sewer_system
10827,10827,OH02335,CWNS2012,OH,Blanchester WWTP & Sewer System,0,39.2912,-83.9946,0.5,0.6913105012499999,39000341001,OH0021733,sewer_system
10828,10828,OH02345,CWNS2012,OH,Lindsey WWTP & Sewer System,0,41.4214,-83.223,0.18,0.24887178,39000342001,OH0022489,sewer_system
10829,10829,OH02355,CWNS2012,OH,Attica WWTP & Sewers,0,41.064,-82.8878,0.225,0.311089726,39000343001,OH0023957,other_system
10830,10830,OH02365,CWNS2012,OH,Allen Co Mast Estates WWTP,0,40.8699,-83.938,0.009,0.012443589,39000344001,OH0037389,sewer_system
10831,10831,OH02375,CWNS2012,OH,Helena WWTP and Sewers,0,41.3336,-83.2872,0.02,0.02765242,39000347001,OH0139050,sewer_system
10832,10832,OH02385,CWNS2012,OH,Clyde WWTP & Sewer System,0,41.3129,-82.9863,1.9,2.626979905,39000349001,OH0024686,sewer_system
10833,10833,OH02395,CWNS2012,OH,Woodville WWTP & Sewer System,0,41.449,-83.3596,0.31,0.428612511,39000350001,OH0020591,sewer_system
10834,10834,OH02405,CWNS2012,OH,Defiance Co Evansport WWTP & Sewer System,0,41.4273,-84.4042,0.02,0.02765242,39000351001,OH0053694,sewer_system
10835,10835,OH02415,CWNS2012,OH,Defiance Co Auglaize River Lagoon WWTP,0,42.2142,-84.4372,0.18,0.24887178,39000351003,OH0142026,sewer_system
10836,10836,OH02425,CWNS2012,OH,Defiance Co Evergreen Office Complex WWTP,0,41.3429,-84.4187,0.004,0.005530484,39000351005,OH0053490,sewer_system
10837,10837,OH02435,CWNS2012,OH,Defiance Co Belden's Subdivision WWTP & Sewers,0,41.2535,-84.3986,0.008,0.011060968,39000351007,0,no_permit
10838,10838,OH02445,CWNS2012,OH,Defiance Co Middle Gordon Creek WWTP & Sewers,0,41.3103,-84.748,0.008,0.011060968,39000351008,OH0053465,sewer_system
10839,10839,OH02455,CWNS2012,OH,Auglaize Pines Subdivision WWTP,0,41.2585,-84.3898,0.01,0.01382621,39000351009,OH0053481,sewer_system
10840,10840,OH02465,CWNS2012,OH,Hicksville WWTP & Sewer System,0,41.2883,-84.7604,0.85,1.175227852,39000352001,OH0025771,sewer_system
10841,10841,OH02475,CWNS2012,OH,Ney WWTP & Sewers,0,41.3842,-84.5206,0.041,0.056687461,39000353001,OH0138827,sewer_system
10842,10842,OH02485,CWNS2012,OH,Sherwood WWTP & Sewer System,0,41.2816,-84.5405,0.103,0.142409963,39000354001,OH0020281,sewer_system
10843,10843,OH02495,CWNS2012,OH,Danville WWTP & Sewer System,0,40.453,-82.2629,0.25,0.3456552506249999,39000359001,OH0024872,sewer_system
10844,10844,OH02505,CWNS2012,OH,Martinsburg HSTS,0,,,0,0,39000360001,0,no_permit
10845,10845,OH02515,CWNS2012,OH,Centerburg WWTP & Sewer System,0,40.3048,-82.6967,0.17,0.23504557,39000361001,OH0020915,sewer_system
10846,10846,OH02525,CWNS2012,OH,Hocking Co Haydenville WWTP,0,39.4706,-82.3361,0.032,0.044243872,39000361003,OH0107735,sewer_system
10847,10847,OH02535,CWNS2012,OH,Gambier WWTP & Sewer System,0,40.3759,-82.3816,0.286,0.3954296067149999,39000362001,OH0025321,sewer_system
10848,10848,OH02545,CWNS2012,OH,Aurora Central WWTP & Sewers,0,41.3134,-81.3455,0.85,1.175227852,39000364001,OH0021903,sewer_system
10849,10849,OH02555,CWNS2012,OH,Aurora Westerly WWTP & Sewers,0,41.3079,-81.3918,1,1.382621003,39000364002,OH0098043,other_system
10850,10850,OH02565,CWNS2012,OH,Vermilion WWTP & Sewer System,0,41.4191,-82.3566,1.2,1.659145203,39000366001,OH0023612,sewer_system
10851,10851,OH02575,CWNS2012,OH,Deshler WWTP & Sewer System,0,41.2081,-83.8905,0.18,0.24887178,39000367001,OH0022471,sewer_system
10852,10852,OH02585,CWNS2012,OH,Florida WWTP and Sewer System,Napoleon,41.3362,-84.1947,0.03,0.04147863,39000368001,OH0135631,sewer_system
10853,10853,OH02595,CWNS2012,OH,Hamler WWTP & Sewer System,0,41.2436,-84.0239,0.08,0.1106096801999999,39000369001,OH0021105,sewer_system
10854,10854,OH02605,CWNS2012,OH,Napoleon WWTP & Sewer System,0,41.3947,-84.1159,1.5,2.073931504,39000370001,OH0020893,other_system
10855,10855,OH02615,CWNS2012,OH,Cloverdale HSTS,0,,,0,0,39000374001,0,no_permit
10856,10856,OH02625,CWNS2012,OH,Wren HSTS,0,,,0,0,39000377001,0,no_permit
10857,10857,OH02635,CWNS2012,OH,Scott HSTS,0,,,0,0,39000379001,0,no_permit
10858,10858,OH02645,CWNS2012,OH,Oakwood WWTP & Sewer System,0,41.0956,-84.3804,0.08,0.1106096801999999,39000381001,OH0021334,sewer_system
10859,10859,OH02655,CWNS2012,OH,Cecil WWTP & Sewer System,0,41.2266,-84.6021,0.013,0.017974073,39000382001,OH0029238,sewer_system
10860,10860,OH02665,CWNS2012,OH,Fort Recovery WWTP & Sewers,0,40.4176,-84.7607,0.086,0.1189054062149999,39000385001,OH0025160,sewer_system
10861,10861,OH02675,CWNS2012,OH,Celina WWTP & Sewer System,0,40.5364,-84.5796,2.12,2.931156525,39000386001,OH0020320,sewer_system
10862,10862,OH02685,CWNS2012,OH,Coldwater WWTP & Sewer System,0,40.4943,-84.6287,0.52,0.7189629213000001,39000387001,OH0024694,sewer_system
10863,10863,OH02695,CWNS2012,OH,Rockford WWTP & Sewer System,0,40.6905,-84.6125,0.35,0.4839173508749999,39000388001,OH0022446,sewer_system
10864,10864,OH02705,CWNS2012,OH,Antwerp WWTP & Sewers,0,41.1725,-84.724,0.33,0.4562649308249999,39000391001,OH0022195,sewer_system
10865,10865,OH02715,CWNS2012,OH,Jenera WWTP and Sewer System,0,40.8994,-83.7297,0.02,0.02765242,39000394001,OH0138924,sewer_system
10866,10866,OH02725,CWNS2012,OH,Chickasaw WWTP and Sewers,0,40.4203,-84.491,0.05,0.06913105,39000395001,OH0132691,other_system
10867,10867,OH02735,CWNS2012,OH,Avon Lake WPCF & Sewers,0,41.4997,-82.058,4,5.53048401,39000399001,OH0023981,sewer_system
10868,10868,OH02745,CWNS2012,OH,Baltimore WWTP & Sewer System,0,39.8433,-82.6269,0.41,0.566874611,39000427001,OH0023990,sewer_system
10869,10869,OH02755,CWNS2012,OH,Barberton WWTP & Sewer System,0,40.9826,-81.6004,5,6.913105013,39000448001,OH0024007,sewer_system
10870,10870,OH02765,CWNS2012,OH,Barnesville WWTP & Sewer System,0,39.9705,-81.1641,0.969,1.339759751,39000462001,OH0024015,other_system
10871,10871,OH02775,CWNS2012,OH,Batavia WWTP & Sewer System,0,39.0787,-84.1796,0.2,0.276524201,39000504001,OH0024023,sewer_system
10872,10872,OH02785,CWNS2012,OH,Beach City WWTP & Sewer System,0,40.6491,-81.5768,0.198,0.273758958,39000546001,OH0045489,sewer_system
10873,10873,OH02795,CWNS2012,OH,Beallsville WWTP & Sewer System,0,39.8485,-81.0355,0.06,0.08295726,39000553001,OH0020885,sewer_system
10874,10874,OH02805,CWNS2012,OH,Beaver WWTP & Collection System,0,39.0274,-82.8273,0.06,0.08295726,39000560001,OH0041505,sewer_system
10875,10875,OH02815,CWNS2012,OH,Beaverdam WWTP & Sewer System,0,40.8294,-83.9731,0.1,0.1382621,39000567001,OH0021318,sewer_system
10876,10876,OH02825,CWNS2012,OH,Bedford WWTP & Sewer System,0,41.3871,-81.5581,2,2.765242005,39000574001,OH0024040,sewer_system
10877,10877,OH02835,CWNS2012,OH,Bedford Heights WWTP & Sewer System,0,41.3851,-81.5005,2.45,3.387421456,39000576001,OH0024058,sewer_system
10878,10878,OH02845,CWNS2012,OH,Bellefontaine WWTP & Sewer System,0,40.3686,-83.7724,2.83,3.912817437,39000602001,OH0024066,sewer_system
10879,10879,OH02855,CWNS2012,OH,Bellevue WWTP & Sewer System,0,41.2806,-82.8708,1.2,1.659145203,39000616001,OH0020672,other_system
10880,10880,OH02865,CWNS2012,OH,Bellville WWTP & Sewer System,0,40.6188,-82.5088,0.33,0.4562649308249999,39000623001,OH0020265,sewer_system
10881,10881,OH02875,CWNS2012,OH,Eastern Ohio Regional WW Authority,0,40.0446,-80.7327,3,4.147863008,39000630001,OH0049999,sewer_system
10882,10882,OH02885,CWNS2012,OH,Belmont Co Pennwood Estates WWTP,0,40.0868,-80.8769,0.04,0.05530484,39000632003,OH0059307,sewer_system
10883,10883,OH02895,CWNS2012,OH,Belmont Co Fox Shannon WWTP,0,40.0891,-80.9735,0.35,0.4839173508749999,39000632005,OH0107956,sewer_system
10884,10884,OH02905,CWNS2012,OH,Beloit WWTP & Sewer System,0,40.9158,-81.0072,0.117,0.161766657,39000644001,OH0024091,sewer_system
10885,10885,OH02915,CWNS2012,OH,Belpre WWTP & Sewer System,0,39.2725,-81.5698,1.5,2.073931504,39000651001,OH0020621,other_system
10886,10886,OH02925,CWNS2012,OH,Bergholz HSTS,0,,,0,0,39000680001,0,no_permit
10887,10887,OH02935,CWNS2012,OH,Bettsville WWTP and Sewer System,0,41.2418,-83.2354,0.1,0.1382621,39000682001,OH0058211,sewer_system
10888,10888,OH02945,CWNS2012,OH,Bethesda WWTP & Sewer System,0,40.0114,-81.0728,0.143,0.1977148033574999,39000749001,OH0021121,other_system
10889,10889,OH02955,CWNS2012,OH,Beverly WWTP & Sewer System,0,39.5464,-81.6278,0.19,0.26269799,39000770001,OH0020648,sewer_system
10890,10890,OH02965,CWNS2012,OH,Bloomdale WWTP & Sewer System,Bowling Green,41.1707,-83.553,0.07,0.09678347,39000861001,OH0095176,sewer_system
10891,10891,OH02975,CWNS2012,OH,Bluffton WWTP & Sewers,0,40.9034,-83.8902,0.92,1.272011322,39000910001,OH0020851,sewer_system
10892,10892,OH02985,CWNS2012,OH,Bowersville HSTS,0,,,0,0,39000959001,0,no_permit
10893,10893,OH02995,CWNS2012,OH,Bradford WWTP & Sewer System,0,40.1381,-84.4277,0.23,0.318002831,39000973001,OH0020192,sewer_system
10894,10894,OH03005,CWNS2012,OH,Bradner WWTP & Sewer System,0,41.3265,-83.4418,0.07,0.09678347,39000980001,OH0047554,sewer_system
10895,10895,OH03015,CWNS2012,OH,Portage Co Franklin Hills WWTP,0,41.1528,-81.2451,1.7,2.350455704,39000985001,OH0038717,sewer_system
10896,10896,OH03025,CWNS2012,OH,Bremen WWTP & Sewer System,0,39.7155,-82.6167,0.28,0.387133881,39001015001,OH0021491,sewer_system
10897,10897,OH03035,CWNS2012,OH,Brewster WWTP & Sewer System,0,40.7096,-81.6049,0.572,0.7908592134299999,39001022001,OH0020567,sewer_system
10898,10898,OH03045,CWNS2012,OH,Brilliant Water & Sewer District,0,40.2619,-80.6348,0.2,0.276524201,39001050001,OH0021270,sewer_system
10899,10899,OH03055,CWNS2012,OH,Brookville WWTP & Sewer System,0,39.8277,-84.4097,0.95,1.313489952,39001085001,OH0020605,sewer_system
10900,10900,OH03065,CWNS2012,OH,Bryan WWTP & Sewer System,0,41.4635,-84.5263,2.273,3.142697539,39001106001,OH0020532,sewer_system
10901,10901,OH03075,CWNS2012,OH,Bucyrus WWTP & Sewer System,0,40.7974,-82.9931,3.2,4.424387208,39001134001,OH0052922,sewer_system
10902,10902,OH03085,CWNS2012,OH,Burton WWTP & Sewer System,0,41.4623,-81.1441,0.35,0.4839173508749999,39001190001,OH0021580,sewer_system
10903,10903,OH03095,CWNS2012,OH,Butler WWTP & Sewer System,0,40.5947,-82.4241,0.12,0.1659145202999999,39001197001,OH0021431,sewer_system
10904,10904,OH03105,CWNS2012,OH,Butler Co LeSourdsville WWTP,0,39.4322,-84.4422,7.8,10.78444382,39001199003,OH0049417,sewer_system
10905,10905,OH03115,CWNS2012,OH,Butler Co Queen Acres WRF,0,39.3913,-84.6459,0.439,0.60697062,39001199006,OH0024261,sewer_system
10906,10906,OH03125,CWNS2012,OH,Butler Co Upper Mill Creek WWTP,0,39.3041,-84.4244,9.11,12.59567733,39001199007,OH0072087,sewer_system
10907,10907,OH03135,CWNS2012,OH,Butler Co Alamo Heights WWTP,0,39.4166,-84.6185,0.09,0.12443589,39001199017,OH0049522,sewer_system
10908,10908,OH03145,CWNS2012,OH,Butler Co Wade Mill WRF,0,39.3111,-84.6525,0.18,0.24887178,39001199018,OH0123145,sewer_system
10909,10909,OH03155,CWNS2012,OH,Byesville John R. Smalley WWTP & Sewer System,0,39.9825,-81.5436,1,1.382621003,39001211001,OH0024287,sewer_system
10910,10910,OH03165,CWNS2012,OH,Cadiz WWTP & Sewer System,0,40.2432,-80.9705,0.466,0.644301387,39001225001,OH0024295,other_system
10911,10911,OH03175,CWNS2012,OH,Bowerston WWTP & Sewer System,0,40.4293,-81.1893,0.04,0.05530484,39001227001,OH0041378,sewer_system
10912,10912,OH03185,CWNS2012,OH,Harrisville HSTS,0,,,0,0,39001227201,0,no_permit
10913,10913,OH03195,CWNS2012,OH,Freeport HSTS,0,,,0,0,39001227301,0,no_permit
10914,10914,OH03205,CWNS2012,OH,Harrison Co New Rumley Area,0,,,0,0,39001228002,0,no_permit
10915,10915,OH03215,CWNS2012,OH,Cambridge WWTP & Sewer System,0,40.0358,-81.6033,2.295,3.173115201,39001253001,OH0024309,sewer_system
10916,10916,OH03225,CWNS2012,OH,Camden WWTP & Sewer System,0,39.6231,-84.6499,0.2,0.276524201,39001260001,OH0024317,sewer_system
10917,10917,OH03235,CWNS2012,OH,Mahoning Co Campbell WWTP,0,41.0633,-80.5882,1.351,1.867920974,39001274001,OH0024325,sewer_system
10918,10918,OH03245,CWNS2012,OH,Canal Fulton WWTP & Sewer System,0,40.8628,-81.5722,0.85,1.175227852,39001302001,OH0022047,sewer_system
10919,10919,OH03255,CWNS2012,OH,Canal Winchester WWTP & Sewers,0,39.8293,-82.8217,1.25,1.728276253,39001309001,OH0024333,sewer_system
10920,10920,OH03265,CWNS2012,OH,Canton WWTP & Sewer System,0,40.7516,-81.3695,31.46,43.49725674,39001323001,OH0024350,sewer_system
10921,10921,OH03275,CWNS2012,OH,Pleasant Hill WWTP & Sewer System,0,40.0518,-84.3486,0.2,0.276524201,39001370001,OH0029475,sewer_system
10922,10922,OH03285,CWNS2012,OH,Franklin Regional WWTP,0,39.5507,-84.3176,3.28,4.534996888,39001370003,OH0025275,sewer_system
10923,10923,OH03295,CWNS2012,OH,Tri-Cities North Regional WWTP,0,39.8236,-84.1523,7.937,10.9738629,39001370004,OH0049646,sewer_system
10924,10924,OH03305,CWNS2012,OH,Atwood Regional WSD,0,40.5241,-81.3055,0.388,0.5364569489700001,39001375001,OH0050253,sewer_system
10925,10925,OH03315,CWNS2012,OH,Carrollton WWTP & Sewer System,0,40.5652,-81.084,0.474,0.655362355,39001379001,OH0020931,other_system
10926,10926,OH03325,CWNS2012,OH,Catawba WWTP & Sewer System,0,39.9894,-83.6408,0.023,0.031800283,39001421001,OH0093165,sewer_system
10927,10927,OH03335,CWNS2012,OH,Greene Co Cedarville WWTP and Sewers,0,39.7032,-84.0295,0.4,0.553048401,39001435001,OH0020010,other_system
10928,10928,OH03345,CWNS2012,OH,Chagrin Falls WWTP & Sewer System,0,41.4217,-81.4007,0.86,1.189054062,39001470001,OH0021741,sewer_system
10929,10929,OH03355,CWNS2012,OH,Chardon WWTP & Sewer System,0,41.5828,-81.191,1.41,1.949495614,39001484001,OH0022659,other_system
10930,10930,OH03365,CWNS2012,OH,Chauncey WWTP & Sewer System,0,39.4,-82.1289,0.272,0.376072913,39001505001,OH0024368,sewer_system
10931,10931,OH03375,CWNS2012,OH,Christiansburg HSTS,0,,,0,0,39001569001,0,no_permit
10932,10932,OH03385,CWNS2012,OH,Chillicothe WWTP & Sewer System,0,39.3278,-82.9497,2.5,3.456552506,39001575001,OH0024406,other_system
10933,10933,OH03395,CWNS2012,OH,Circleville WWTP & Sewer System,0,39.5939,-82.9278,1.9,2.626979905,39001610001,OH0024465,sewer_system
10934,10934,OH03405,CWNS2012,OH,Clarington WWTP & Sewer System,0,39.7824,-80.8575,0.035,0.048391735,39001617001,OH0021636,sewer_system
10935,10935,OH03415,CWNS2012,OH,Clark Co Southwest Regional WWTP,0,39.8708,-84.0212,1.55,2.143062554,39001625005,OH0049794,sewer_system
10936,10936,OH03425,CWNS2012,OH,Clarksburg WWTP & Sewer System,0,39.5057,-83.1535,0.06,0.08295726,39001631001,OH0021547,sewer_system
10937,10937,OH03435,CWNS2012,OH,Clermont Co Middle East Fork WWTP,0,39.0861,-84.1839,3.31,4.576475518,39001660001,OH0049387,other_system
10938,10938,OH03445,CWNS2012,OH,Moscow WWTP and Sewer System,0,38.8572,-84.2314,0.012,0.016591452,39001660006,OH0096571,sewer_system
